qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
437,Bom Conselho,2602100,260210005000020,(2) Gestão Financeira,0,REJEIÇÃO,172,1509,1801,Homem,34,Interessado(a),1,1,1,Não,Dilma Rousseff,0,Desemprego/combate ao desemprego,1,Igualmente importantes,4,2,Bom,6,Bom,6,1,0,0,7,5,7,7,7,7,1,2,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),73,Inseguro(a),Não,3,Parda,Protestante Tradicional ou Evangélica não Pentecostal,"De R$ 1.760,01 até R$ 2.640,00",Igual,18,1811,0,1,1,0,0,1,0,0,0,0,0,3,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
438,Bom Conselho,2602100,260210005000020,(1) Controle,0,REJEIÇÃO,172,1509,1817,Homem,27,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,2,3,Bom,5,Bom,6,1,0,0,7,3,6,5,5,5,1,3,1,Se ele se envolveu em corrupção,Uma pessoa fazendo uma pesquisa,0,Seguro(a),57,Inseguro(a),Não,18,Parda,Católica,"De R$ 4.400,01 até R$ 6.160,00",Igual,18,1827,0,0,1,1,0,1,0,0,0,1,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,Branco/Nulo,0,As políticas do meu candidato,Nenhum,NA,NA,3,4,3,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,1,81,Não,Sim,Professor ou diretor de escola,NA,NA,Sim,0,Não,NA,NA,NA,0,3,4,NS/NR,NA,4,NA,1,1,1,0,NA,0,0,0,0,NA,0,1,93,1,0.8374841889475291
439,Bom Conselho,2602100,260210005000020,(2) Gestão Financeira,0,REJEIÇÃO,172,1609,740,Homem,21,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,Crise econômica,0,A administração das escolas municipais,4,2,Bom,6,Bom,6,1,0,0,5,5,5,6,6,6,1,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um panfleto de uma ONG,0,Seguro(a),93,Inseguro(a),Não,12,Parda,Católica,"De R$ 880,01 até R$ 1.320,00",Igual,18,750,0,1,1,0,0,1,0,1,0,0,1,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,escolas municipais,contas do município,1,2,1,Por que representa mudança,Nenhum,NA,NA,3,4,3,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,1,177,Não,Sim,Professor ou diretor de escola,NA,NA,Sim,1,Não,NA,NA,NA,1,1,2,NA,NA,3,4,0,1,0,1,PSB,1,1,1,0,NA,0,1,179,1,0.8374841889475291
440,Bom Conselho,2602100,260210005000020,(2) Gestão Financeira,0,REJEIÇÃO,172,1509,1412,Mulher,45,Interessado(a),1,0,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,1,3,Bom,5,Bom,6,1,1,0,1,2,3,5,4,6,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),93,Inseguro(a),Não,12,Parda,Católica,"De R$ 1.760,01 até R$ 2.640,00",Igual,18,1429,0,1,1,0,0,1,1,0,0,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,2,0,As políticas do meu candidato,Conversas com amigos ou familiares,Outro fator,NA,3,NA,2,Ser escola de tempo integral,Ter professores bem formados,Ter professores bem pagos,1,149,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,4,Investimento na educação,NA,4,NA,1,0,0,1,PSB,1,1,1,0,NA,0,1,161,1,0.8374841889475291
441,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1309,957,Mulher,38,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,A administração das escolas municipais,5,2,Regular,6,Bom,6,0,1,1,5,1,4,7,7,7,1,1,1,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,0,Seguro(a),93,Seguro(a),Não,5,Amarela,Católica,"De R$ 440,01 até R$ 880,00",Igual,21,1006,1,0,1,0,0,1,1,1,0,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,4,4,4,Ter acesso a Internet,Ter professores bem formados,Ter professores bem pagos,0,89,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,NS/NR,NS/NR,4,3,1,1,0,1,PSB,1,1,1,0,0,0,0,101,1,0.8374841889475291
442,Bom Conselho,2602100,260210005000035,(1) Controle,0,REJEIÇÃO,172,1309,1016,Mulher,56,Interessado(a),0,1,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,1,Nenhuma,2,3,Ótimo,5,Bom,4,1,1,0,1,2,7,7,7,7,1,1,1,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,0,Seguro(a),73,Seguro(a),Não,16,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Pior,21,1029,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre candidatos da oposição,3,NA,4,Ter bom desempenho em avaliações nacionais,Ter professores bem formados,Ter acesso a Internet,0,1,Sim,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,4,2,Investimento na educação,NA,5,4,0,0,1,1,PSB,1,1,1,0,0,0,0,13,1,0.8374841889475291
443,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1309,1056,Mulher,69,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,Igualmente importantes,7,3,Bom,7,Bom,5,0,0,0,5,4,4,5,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Inseguro(a),98,Inseguro(a),Não,11,Parda,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Igual,21,1108,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,1,3,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,3,2,1,Ficar perto da sua casa,Ter professores bem pagos,Ter professores bem formados,0,105,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,2,2,NS/NR,NA,3,NA,0,1,1,1,DEM,0,0,0,0,0,0,0,117,1,0.8374841889475291
444,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1309,1121,Mulher,42,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,0,Falta de água,0,Igualmente importantes,3,3,Bom,7,Regular,7,1,0,0,5,5,5,4,7,7,1,1,1,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,0,Seguro(a),93,Seguro(a),Não,11,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Melhor,21,1128,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,1,2,O caráter e a integridade do meu candidato,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,NA,2,2,1,Ter acesso a Internet,Ter professores bem formados,Ser escola de tempo integral,1,185,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,Obras pendentes/obras paradas/inacabadas,3,3,0,0,1,1,DEM,0,0,0,0,NA,0,1,171,1,0.8374841889475291
445,Bom Conselho,2602100,260210005000035,(2) Gestão Financeira,0,REJEIÇÃO,172,1309,1417,Mulher,53,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,Crise econômica,0,Igualmente importantes,1,2,Ótimo,7,Bom,7,0,0,0,2,3,2,3,7,7,1,1,1,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,0,Seguro(a),129,Inseguro(a),Não,0,Branca,Católica,"De R$ 440,01 até R$ 880,00",Melhor,21,1426,0,1,1,0,0,1,1,0,0,1,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,2,1,As políticas do meu candidato,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,4,4,4,Ter acesso a Internet,Ter professores bem pagos,Ficar perto da sua casa,0,53,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Investimento na educação,Não houve transparência nas suas contas/contas rejeitadas,4,3,1,0,1,1,PSB,1,1,1,0,1,0,0,65,1,0.8374841889475291
446,Bom Conselho,2602100,260210005000035,(1) Controle,0,REJEIÇÃO,172,1309,1530,Mulher,19,Pouco interessado(a),0,1,1,Não,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,1,1,Ótimo,7,Bom,7,0,0,0,6,5,6,7,6,7,1,1,1,Se ele se envolveu em corrupção,Um político local,0,Seguro(a),153,Inseguro(a),Não,14,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,21,1537,0,0,1,1,0,1,1,0,0,1,0,2,0,1,0,NA,NA,NA,Educação,escolas municipais,contas do município,1,1,1,O caráter e a integridade do meu candidato,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,5,4,4,Ter acesso a Internet,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,0,53,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,4,0,0,0,1,DEM,0,0,1,1,1,0,0,65,1,0.8374841889475291
447,Bom Conselho,2602100,260210005000035,(2) Gestão Financeira,0,REJEIÇÃO,172,1309,1558,Homem,60,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,Desemprego/combate ao desemprego,0,Igualmente importantes,5,3,Ótimo,7,Ótimo,7,0,0,0,3,5,4,3,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um político local,0,Inseguro(a),85,Seguro(a),Não,8,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,21,1608,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,1,2,Benefícios para a comunidade,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,3,4,4,Ter professores bem pagos,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,0,65,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,NS/NR,NS/NR,3,3,1,0,0,1,DEM,0,0,0,0,0,0,0,77,1,0.8374841889475291
448,Bom Conselho,2602100,260210005000035,(1) Controle,0,REJEIÇÃO,172,1309,1641,Mulher,21,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,1,Igualmente importantes,5,3,Regular,6,Bom,6,1,1,0,4,3,3,4,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um político local,0,Seguro(a),93,Seguro(a),Não,6,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,21,1650,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,3,4,1,Ter professores bem pagos,Ter acesso a Internet,Ter bom desempenho em avaliações nacionais,1,177,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NS/NR,3,3,0,0,0,1,PSB,1,1,0,0,0,0,1,179,1,0.8374841889475291
449,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1309,1719,Homem,36,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,1,Igualmente importantes,7,2,Bom,7,Ótimo,7,1,1,1,5,5,7,7,7,7,1,1,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),169,Seguro(a),Sim,11,Parda,Espírita Kardecista,"De R$ 440,01 até R$ 880,00",Igual,21,1727,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
450,Bom Conselho,2602100,260210005000035,(2) Gestão Financeira,0,REJEIÇÃO,172,1409,851,Mulher,30,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,Igualmente importantes,7,3,Ótimo,7,Ótimo,7,0,1,0,7,6,7,7,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um político local,0,Seguro(a),93,Seguro(a),Não,14,Branca,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Igual,21,902,0,1,1,0,0,1,1,0,0,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,escolas municipais,contas do município,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
451,Bom Conselho,2602100,260210005000035,(1) Controle,0,REJEIÇÃO,172,1409,934,Homem,53,Pouco interessado(a),1,1,0,Sim,Aécio Neves,0,Segurança/violência/criminalidade,0,Igualmente importantes,5,3,Bom,6,Bom,6,1,0,0,6,6,5,6,7,7,2,2,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),95,Seguro(a),Não,4,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,21,946,0,0,1,1,0,1,0,0,0,1,0,3,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,1,3,As políticas do meu candidato,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,3,4,2,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,0,89,Não,Não,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,0,3,2,Falta de investimento na educação,NS/NR,3,NA,1,1,1,1,DEM,0,0,0,0,1,0,0,101,1,0.8374841889475291
452,Bom Conselho,2602100,260210005000035,(2) Gestão Financeira,0,REJEIÇÃO,172,1409,1018,Homem,31,Interessado(a),1,1,1,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,Igualmente importantes,5,1,Bom,7,Bom,7,1,1,1,5,5,5,5,7,7,1,1,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),93,Inseguro(a),Não,9,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,21,1027,0,1,1,0,0,1,0,0,0,1,0,2,0,1,0,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
453,Bom Conselho,2602100,260210005000035,(1) Controle,0,REJEIÇÃO,172,1409,1038,Homem,25,Interessado(a),1,1,0,Sim,Marina Silva,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,5,1,Regular,6,Bom,7,1,1,0,4,5,6,7,7,7,2,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),1,Seguro(a),Não,5,Preta,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,21,1046,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
454,Bom Conselho,2602100,260210005000035,(2) Gestão Financeira,0,REJEIÇÃO,172,1409,1123,Homem,37,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,5,2,Bom,7,Bom,7,1,0,0,4,6,6,6,7,7,4,1,3,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),57,Seguro(a),Não,11,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,21,1130,0,1,1,0,0,1,0,0,0,1,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
455,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1409,1435,Homem,19,Pouco interessado(a),0,1,0,Sim,Marina Silva,0,Desemprego/combate ao desemprego,1,Igualmente importantes,4,2,Bom,6,Regular,7,1,0,0,3,4,4,5,6,6,2,2,3,Se ele se envolveu em corrupção,Um panfleto de uma ONG,0,Seguro(a),61,Seguro(a),Sim,11,Preta,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Igual,21,1447,1,0,1,0,0,1,0,0,0,1,1,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,escolas municipais,contas do município,1,2,3,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,Conversas com amigos ou familiares,3,4,3,Ter acesso a Internet,Ter professores bem formados,Ter professores bem pagos,0,85,Não,Sim,Professor ou diretor de escola,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,NS/NR,NA,4,3,1,1,0,1,PSB,1,1,0,0,0,0,0,97,1,0.8374841889475291
456,Bom Conselho,2602100,260210005000035,(3) Educação,0,REJEIÇÃO,172,1409,1546,Homem,48,Pouco interessado(a),0,1,0,Sim,Aécio Neves,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,3,2,Regular,3,Regular,3,1,0,0,5,3,5,4,6,6,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa fazendo uma pesquisa,0,Inseguro(a),109,Inseguro(a),Não,8,Parda,Evangélica Pentecostal,"De R$ 2.640,01 até R$ 4.400,00",Igual,21,1559,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,1,0,O caráter e a integridade do meu candidato,Conversas com amigos ou familiares,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre candidatos da oposição,3,4,4,Ter acesso a Internet,Ter professores bem formados,Ser escola de tempo integral,0,173,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,NS/NR,NS/NR,3,3,0,0,1,1,DEM,0,0,0,0,0,0,0,183,1,0.8374841889475291
457,Bom Conselho,2602100,260210005000038,(2) Gestão Financeira,0,REJEIÇÃO,172,1409,1654,Mulher,23,Nada interessado(a),0,1,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,4,1,Regular,7,Regular,7,1,0,0,5,5,5,6,7,7,1,1,1,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),89,Seguro(a),Não,8,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,21,1705,0,1,1,0,0,1,1,0,0,1,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,contas do município,escolas municipais,1,2,2,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,Presentes ou favores oferecidos por um candidato,4,4,3,Ficar perto da sua casa,Ser escola de tempo integral,Ter professores bem formados,0,109,Não,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Investimento na educação,Tem uma boa administração,4,4,1,1,0,1,PSB,1,1,0,0,0,0,0,121,1,0.8374841889475291
458,Bom Conselho,2602100,260210005000038,(2) Gestão Financeira,0,REJEIÇÃO,172,1409,1716,Homem,21,Interessado(a),0,1,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,5,2,Bom,5,Bom,5,0,0,0,7,7,7,5,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),45,Seguro(a),Não,4,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)","De R$ 440,01 até R$ 880,00",Pior,21,1725,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Gestão Financ.,escolas municipais,contas do município,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8374841889475291
459,Bom Conselho,2602100,260210005000038,(1) Controle,0,REJEIÇÃO,172,1409,1730,Homem,21,Interessado(a),1,1,0,Não,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,6,2,Bom,7,Bom,7,0,0,0,6,6,6,6,7,7,1,1,1,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),53,Seguro(a),Não,7,Parda,Católica,"De R$ 440,01 até R$ 880,00",Melhor,21,1737,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,2,1,NA,O que aprendi durante a campanha sobre o atual prefeito,Conhecer pessoalmente algum candidato,NA,4,4,4,Ter acesso a Internet,Ser escola de tempo integral,Ter professores bem formados,0,161,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,0,3,2,Investimento na educação,NA,4,4,0,1,1,1,PSB,1,1,0,1,1,0,0,173,1,0.8374841889475291
